student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
3832,23,Male,1st Year,2.1,1,91,None,Coding,4,42,35,7,50,47.4,70.3,8,5.1,28.6,5.7,4.1,4.2,5,60.9,1,Medium
3833,22,Female,3rd Year,5.6,0,71,None,Notes,4,86,119,1,88,77.1,97.9,9,6.5,29.0,9.0,4.2,2.1,3,73.2,1,Medium
3834,24,Female,2nd Year,2.9,1,103,ChatGPT+Gemini,Homework,4,9,60,8,85,32.3,55.2,8,6.7,38.4,6.0,3.5,2.0,6,74.2,1,Medium
3835,18,Female,1st Year,5.7,0,15,Gemini,None,6,52,74,3,79,72.5,80.7,1,3.1,28.0,8.5,2.8,0.5,10,54.6,1,Medium
3836,22,Male,1st Year,6.0,1,30,Copilot,Notes,4,91,16,7,96,33.5,50.5,10,9.5,13.3,8.5,1.4,2.4,4,53.2,1,Medium
3837,15,Male,12th,3.4,0,86,ChatGPT,Doubt Solving,1,82,88,7,39,30.6,64.5,2,8.5,28.2,7.6,5.0,0.4,9,30.1,0,Low
3838,16,Male,12th,2.1,0,129,ChatGPT,Exam Prep,1,27,0,3,30,92.4,56.6,8,2.2,-1.9,4.0,3.4,0.8,2,61.9,1,Medium
3839,20,Male,2nd Year,4.8,0,72,ChatGPT,Notes,8,94,11,5,97,93.8,60.7,5,9.9,-5.2,7.4,2.1,4.2,5,78.0,1,High
3840,20,Female,11th,1.4,0,90,Copilot,None,2,1,2,2,23,50.3,53.4,4,10.0,-2.2,4.5,0.9,3.4,9,35.0,0,Low
3841,19,Male,3rd Year,1.9,1,172,None,Doubt Solving,9,28,114,9,71,90.5,98.4,2,4.2,12.7,4.2,4.0,3.0,10,61.7,1,Medium
3842,19,Male,10th,4.8,0,53,Copilot,Doubt Solving,10,51,72,5,66,35.2,59.9,2,8.6,15.3,4.9,1.2,2.5,9,37.4,0,Low
3843,15,Female,3rd Year,2.9,1,149,Copilot,Doubt Solving,8,13,82,4,86,58.8,92.3,6,3.3,-0.8,6.6,3.1,2.4,8,65.0,1,Medium
3844,23,Female,10th,1.6,0,161,Claude,None,1,27,18,10,30,63.4,60.2,2,2.4,8.9,6.3,2.6,4.8,5,45.2,1,Low
3845,19,Male,2nd Year,4.1,1,72,None,Coding,10,0,113,3,69,58.6,70.8,5,8.7,14.6,5.9,1.2,5.0,6,65.8,1,Medium
3846,17,Female,11th,4.5,0,127,ChatGPT,None,8,58,83,1,42,54.4,94.9,9,6.1,-3.4,6.7,4.7,1.9,5,54.1,1,Medium
3847,16,Male,11th,1.2,1,161,ChatGPT,Coding,9,43,74,7,81,72.8,53.1,4,1.6,-16.6,5.3,2.7,0.1,2,61.1,1,Medium
3848,24,Male,11th,2.0,1,98,ChatGPT,Notes,4,79,87,3,72,77.3,67.7,6,8.5,-13.7,5.6,0.2,4.6,6,62.4,1,Medium
3849,15,Male,12th,1.7,1,153,None,Doubt Solving,7,100,21,10,33,97.1,96.9,4,4.5,16.8,5.0,3.0,1.6,5,51.2,1,Medium
3850,14,Female,2nd Year,2.6,1,172,Claude,Notes,4,84,0,1,66,38.9,91.1,8,2.5,35.3,6.3,1.2,4.6,6,52.9,1,Medium
3851,24,Female,10th,4.7,1,75,Claude,Homework,3,77,52,10,37,93.0,72.4,7,5.7,6.7,7.6,6.0,2.7,5,59.2,1,Medium
3852,24,Male,11th,4.4,0,148,Copilot,Notes,1,42,43,10,86,85.8,54.5,1,5.2,10.5,6.6,3.9,4.8,2,67.8,1,Medium
3853,18,Female,2nd Year,4.1,1,170,None,Exam Prep,2,16,106,8,42,49.8,72.8,10,8.2,-17.6,8.3,0.6,2.6,1,58.6,1,Medium
3854,15,Male,3rd Year,0.5,1,85,None,Doubt Solving,7,53,9,8,79,44.0,90.1,10,5.3,37.1,6.5,3.0,2.2,3,66.3,1,Medium
3855,15,Female,10th,1.3,1,38,ChatGPT,Notes,6,14,74,3,78,38.2,80.9,2,7.0,31.5,5.0,2.4,4.6,4,42.6,1,Low
3856,20,Male,12th,1.7,0,140,ChatGPT,Coding,8,47,7,10,69,59.7,70.5,10,4.2,9.3,6.6,3.6,3.6,9,69.8,1,Medium
3857,21,Male,1st Year,2.0,1,169,None,Exam Prep,3,94,16,3,80,68.5,54.7,7,2.0,32.9,5.9,4.0,4.2,10,65.5,1,Medium
3858,23,Female,10th,1.3,1,44,ChatGPT+Gemini,Notes,6,45,69,2,36,69.9,78.2,9,1.4,6.2,6.5,2.7,0.4,6,51.4,1,Medium
3859,21,Female,3rd Year,2.8,1,86,None,Notes,6,48,6,8,73,59.2,57.9,10,3.9,7.4,4.5,3.8,3.1,4,69.1,1,Medium
3860,17,Male,10th,0.9,1,178,ChatGPT+Gemini,Notes,2,35,62,9,28,78.0,40.7,10,7.0,21.0,7.9,1.7,3.3,6,64.0,1,Medium
3861,14,Male,10th,4.6,1,118,ChatGPT+Gemini,None,1,13,94,4,51,79.5,62.8,1,1.1,-0.6,5.7,0.2,0.7,2,49.1,1,Low
3862,24,Male,1st Year,4.8,1,16,Claude,None,2,99,36,4,97,66.1,52.1,6,3.2,32.9,4.1,0.3,1.5,2,69.2,1,Medium
3863,20,Male,11th,3.7,1,83,Copilot,None,9,90,67,5,41,68.6,93.6,10,2.4,-7.2,6.8,5.1,4.5,6,57.4,1,Medium
3864,14,Female,3rd Year,1.0,1,134,Gemini,Coding,6,2,63,3,59,43.6,47.2,3,5.2,37.6,7.4,2.0,1.1,10,41.9,1,Low
3865,24,Other,1st Year,5.4,1,131,ChatGPT,Notes,3,99,6,5,97,68.8,60.4,5,7.7,35.6,4.4,5.7,3.9,5,72.7,1,Medium
3866,17,Male,10th,5.8,1,30,ChatGPT+Gemini,None,10,5,15,4,71,35.3,52.9,7,6.0,0.7,5.9,2.8,0.1,4,63.9,1,Medium
3867,21,Male,3rd Year,1.6,0,93,ChatGPT,Homework,7,90,88,8,97,69.9,50.1,2,6.5,19.6,6.4,5.1,0.9,9,62.2,1,Medium
3868,15,Female,12th,4.4,1,94,ChatGPT,Homework,1,21,99,5,47,75.0,69.7,4,9.5,9.8,6.5,0.8,0.3,6,52.9,1,Medium
3869,19,Male,10th,5.1,1,131,ChatGPT,Homework,8,21,98,7,63,98.7,98.9,10,5.1,15.1,4.2,5.1,2.0,6,72.4,1,Medium
3870,19,Female,12th,3.5,0,81,None,Notes,10,35,13,4,73,59.7,62.9,1,8.3,-9.6,7.2,5.6,1.0,10,48.0,1,Low
3871,22,Male,2nd Year,2.3,1,83,Copilot,Exam Prep,7,95,35,2,67,64.7,69.3,4,4.1,24.9,4.5,5.7,1.3,2,51.7,1,Medium
3872,18,Female,12th,3.1,0,39,ChatGPT,Coding,3,90,116,8,41,61.7,78.2,3,6.6,10.6,5.8,1.8,2.5,8,34.5,0,Low
3873,23,Female,10th,3.3,0,103,Copilot,Homework,4,70,72,4,54,48.2,81.6,3,7.9,-13.7,6.5,4.3,2.6,3,49.1,1,Low
3874,17,Female,1st Year,2.7,1,111,Gemini,Homework,7,49,10,9,64,36.6,67.1,1,8.4,28.0,7.8,0.4,1.1,6,45.4,1,Low
3875,18,Female,10th,5.6,1,46,Gemini,None,4,75,0,6,47,74.8,44.8,4,3.0,34.1,5.8,1.7,4.3,9,52.7,1,Medium
3876,23,Male,10th,4.6,0,49,Claude,Exam Prep,5,79,8,8,86,35.0,90.3,4,3.3,-19.6,8.1,2.0,1.7,10,47.9,1,Low
3877,24,Female,2nd Year,1.8,0,150,ChatGPT,Homework,1,68,24,9,57,60.1,73.1,8,4.4,28.4,7.9,4.3,1.9,1,52.8,1,Medium
3878,18,Female,11th,3.7,1,50,ChatGPT+Gemini,Coding,5,34,103,9,72,30.8,68.1,7,3.3,14.0,6.0,1.9,4.5,3,51.6,1,Medium
3879,21,Male,10th,4.3,0,37,Claude,Exam Prep,10,8,14,9,25,95.8,90.5,4,5.9,-17.0,8.4,0.4,2.2,8,49.8,1,Low
3880,23,Male,2nd Year,1.3,0,136,None,Doubt Solving,10,28,57,7,33,78.8,75.9,1,8.3,6.7,8.8,2.8,1.1,2,47.8,1,Low
3881,21,Male,1st Year,2.5,1,148,Claude,Coding,4,26,23,3,55,45.6,52.7,8,2.4,4.9,5.4,1.8,0.4,6,63.1,1,Medium
3882,15,Male,2nd Year,5.5,0,8,Gemini,Coding,3,56,71,8,70,49.3,65.4,10,4.7,-8.5,8.1,4.6,3.3,2,66.9,1,Medium
3883,20,Male,2nd Year,3.6,1,115,ChatGPT+Gemini,Notes,9,95,115,7,96,52.6,81.3,1,7.5,1.6,5.4,3.1,1.0,8,52.2,1,Medium
3884,21,Female,12th,1.7,0,24,ChatGPT,Doubt Solving,1,73,92,9,63,66.3,99.1,6,7.3,10.2,7.4,1.8,4.0,4,64.7,1,Medium
3885,24,Male,11th,1.2,1,112,ChatGPT,Doubt Solving,10,88,70,5,64,74.2,76.7,10,3.1,12.9,7.3,0.3,4.5,5,63.8,1,Medium
3886,19,Female,11th,3.4,1,35,Gemini,Exam Prep,5,58,45,4,92,35.4,51.7,3,6.9,-11.2,8.0,1.3,2.5,1,51.2,1,Medium
3887,18,Male,3rd Year,3.5,1,110,None,Homework,10,41,17,2,60,76.2,41.0,6,9.7,15.2,5.1,1.0,2.9,4,59.7,1,Medium
3888,24,Male,1st Year,2.3,1,170,Copilot,Doubt Solving,2,52,66,7,25,35.2,58.2,7,6.6,-4.6,8.7,2.1,0.4,9,40.9,1,Low
3889,22,Female,3rd Year,4.0,1,77,Gemini,Exam Prep,5,37,62,6,26,94.0,65.7,2,3.9,-10.2,6.1,0.2,3.3,10,46.9,1,Low
3890,16,Female,2nd Year,0.9,1,80,ChatGPT+Gemini,Doubt Solving,5,88,110,6,66,64.8,77.4,3,5.6,-0.2,4.0,0.3,4.6,7,55.5,1,Medium
3891,23,Male,1st Year,1.3,1,27,Copilot,None,10,3,23,10,52,95.4,51.7,5,4.0,18.2,7.9,5.5,0.0,9,51.3,1,Medium
3892,17,Male,1st Year,3.5,0,44,ChatGPT+Gemini,Coding,1,51,83,8,41,75.0,45.0,1,5.8,37.6,8.7,5.4,1.1,5,43.2,1,Low
3893,22,Male,11th,0.8,1,104,ChatGPT,None,4,43,30,1,86,58.1,53.4,10,8.6,29.5,8.8,4.3,1.7,1,71.3,1,Medium
3894,19,Female,11th,5.3,1,47,Copilot,Doubt Solving,7,22,89,1,96,84.8,72.1,3,2.2,31.9,5.8,4.3,4.1,4,79.1,1,High
3895,21,Female,11th,1.3,1,135,ChatGPT+Gemini,Homework,1,73,37,4,32,34.8,47.8,5,4.7,-7.0,4.1,0.5,0.5,6,40.5,1,Low
3896,20,Male,10th,4.2,1,141,ChatGPT,Exam Prep,10,69,110,8,75,71.1,49.2,5,6.7,7.7,5.7,0.9,2.2,5,68.3,1,Medium
3897,24,Female,2nd Year,2.7,1,14,ChatGPT+Gemini,Homework,2,76,109,5,96,48.0,93.8,1,5.2,6.8,8.4,1.7,0.9,8,59.1,1,Medium
3898,15,Female,1st Year,2.7,0,127,Copilot,Notes,4,94,42,9,31,89.0,45.4,9,8.0,7.6,8.2,3.0,4.6,1,48.5,1,Low
3899,16,Male,2nd Year,4.7,1,166,ChatGPT,Homework,10,68,7,3,24,92.3,81.9,1,2.5,-8.0,5.9,5.1,1.0,1,45.6,1,Low
3900,14,Other,1st Year,3.2,1,152,ChatGPT+Gemini,Homework,2,59,95,6,96,71.0,41.5,1,8.9,30.6,4.8,5.9,1.6,10,70.7,1,Medium
3901,22,Female,1st Year,4.5,0,62,Claude,Exam Prep,2,3,71,6,74,48.3,75.2,4,9.8,-0.1,7.2,4.7,2.8,10,50.9,1,Medium
3902,20,Male,3rd Year,3.3,1,58,Copilot,None,1,2,4,4,95,57.2,89.5,5,4.2,8.5,7.3,0.9,0.4,6,65.5,1,Medium
3903,14,Male,1st Year,3.8,1,156,Copilot,Coding,2,93,79,2,93,73.4,72.1,4,2.0,1.8,7.2,5.4,2.1,2,66.0,1,Medium
3904,16,Male,1st Year,4.7,1,2,Copilot,None,3,22,26,6,34,59.8,55.3,9,9.9,0.8,4.8,4.2,1.6,4,52.8,1,Medium
3905,17,Male,12th,3.8,1,38,None,Doubt Solving,4,36,62,10,85,84.4,41.2,2,4.2,16.8,8.1,0.5,4.3,2,73.3,1,Medium
3906,17,Female,12th,3.9,1,21,ChatGPT,Doubt Solving,1,17,102,3,57,55.8,40.6,7,5.4,39.6,4.2,2.0,4.0,4,62.0,1,Medium
3907,18,Male,3rd Year,4.8,1,100,Copilot,Exam Prep,1,98,64,8,99,65.4,89.3,2,3.2,33.1,8.8,4.8,4.6,9,66.8,1,Medium
3908,16,Female,10th,5.7,0,126,ChatGPT+Gemini,Exam Prep,7,4,62,2,74,43.2,77.7,5,1.5,35.7,8.5,5.2,1.4,1,62.0,1,Medium
3909,16,Female,11th,2.6,1,168,Claude,None,5,40,4,3,74,78.8,67.3,4,2.1,6.0,9.0,4.5,4.1,2,63.5,1,Medium
3910,14,Female,1st Year,3.7,0,19,ChatGPT+Gemini,Coding,7,91,66,9,66,90.6,70.4,3,3.1,-8.6,7.0,2.9,4.1,3,50.7,1,Medium
3911,20,Female,2nd Year,1.0,1,146,ChatGPT+Gemini,Coding,10,37,108,2,33,55.7,71.8,9,9.9,-19.2,7.0,6.0,0.6,4,55.3,1,Medium
3912,24,Male,12th,2.5,1,140,Copilot,Notes,9,46,51,10,34,96.8,61.5,1,8.2,-17.4,5.9,0.0,2.5,8,48.9,1,Low
3913,23,Male,11th,2.8,1,90,Claude,Doubt Solving,1,81,80,1,54,32.7,89.8,10,4.8,23.6,4.6,0.6,4.9,9,56.8,1,Medium
3914,14,Female,10th,5.1,1,18,Claude,Doubt Solving,8,71,96,3,50,45.4,99.6,8,3.9,1.8,7.8,2.8,4.2,2,57.7,1,Medium
3915,15,Male,11th,3.3,1,65,Claude,Notes,10,11,82,10,53,58.9,70.7,8,2.3,19.2,6.5,4.3,3.3,3,49.6,1,Low
3916,17,Male,1st Year,4.5,0,130,Claude,Exam Prep,4,29,3,6,92,59.7,69.6,1,5.4,13.2,5.8,0.2,2.6,6,62.4,1,Medium
3917,17,Female,11th,0.6,1,151,Gemini,Doubt Solving,9,85,76,8,26,85.5,95.6,9,9.2,38.8,8.4,2.6,3.5,2,52.8,1,Medium
3918,18,Female,1st Year,3.1,1,37,Claude,Homework,2,5,50,10,57,92.1,79.7,3,9.9,22.8,4.0,1.5,4.0,3,70.0,1,Medium
3919,24,Male,3rd Year,5.5,0,129,Copilot,Exam Prep,9,60,113,5,20,51.2,78.3,6,9.1,39.0,6.4,3.4,2.5,10,37.6,0,Low
3920,15,Female,12th,1.7,1,36,None,Exam Prep,8,93,42,2,33,74.7,43.7,8,1.6,-2.0,7.3,1.9,3.7,7,51.7,1,Medium
3921,17,Female,12th,0.7,0,131,Claude,Coding,6,71,54,8,44,68.6,69.4,4,2.4,-0.1,4.0,3.9,0.8,4,47.3,1,Low
3922,14,Male,1st Year,2.9,1,77,ChatGPT+Gemini,None,5,63,89,2,27,42.4,76.1,9,2.3,10.6,7.6,0.9,2.0,5,53.6,1,Medium
3923,15,Male,2nd Year,4.4,1,171,Gemini,Notes,3,92,40,4,59,52.8,89.1,5,2.5,9.8,4.8,4.6,0.3,5,51.5,1,Medium
3924,14,Female,12th,3.0,1,44,ChatGPT+Gemini,None,1,94,30,9,25,31.4,84.0,4,2.1,11.2,8.2,3.3,3.8,4,30.6,0,Low
3925,23,Male,2nd Year,3.0,0,80,Copilot,None,6,68,34,7,98,51.3,99.4,5,1.9,31.1,7.8,4.5,1.1,6,73.5,1,Medium
3926,23,Male,1st Year,4.2,0,83,Copilot,Exam Prep,10,10,79,3,39,37.4,44.7,9,4.2,22.9,4.7,2.9,0.8,3,51.7,1,Medium
3927,17,Female,3rd Year,1.9,1,123,None,Coding,5,61,56,1,78,92.9,72.8,7,2.4,-9.3,6.9,2.3,2.2,9,76.3,1,High
3928,17,Female,1st Year,4.6,1,174,None,Homework,8,16,23,6,25,92.9,46.7,10,2.3,15.2,7.8,1.4,2.7,7,67.3,1,Medium
3929,20,Male,3rd Year,1.3,1,92,Claude,Homework,1,76,52,9,58,77.6,88.2,5,5.7,-9.5,4.1,5.3,0.8,5,59.5,1,Medium
3930,23,Male,12th,2.7,1,153,None,Doubt Solving,10,19,29,4,29,99.5,74.5,1,2.8,5.3,6.7,2.6,1.8,6,51.5,1,Medium
3931,24,Male,2nd Year,4.1,1,105,Copilot,Notes,1,94,117,7,28,70.6,56.4,8,1.1,34.6,4.3,2.9,2.9,7,40.2,1,Low
3932,24,Other,1st Year,5.1,1,101,Gemini,Notes,7,25,80,3,53,44.0,66.4,6,7.3,-15.6,7.1,3.2,0.5,6,60.6,1,Medium
3933,22,Male,12th,4.9,1,91,None,Coding,8,91,76,1,96,91.9,95.9,10,4.0,37.8,8.4,3.1,1.6,6,83.3,1,High
3934,22,Female,3rd Year,4.5,1,136,ChatGPT+Gemini,Doubt Solving,10,58,101,5,74,44.6,86.8,9,7.6,-6.7,6.0,3.5,1.3,1,60.2,1,Medium
3935,18,Female,1st Year,2.5,1,95,Copilot,None,1,24,6,1,94,48.7,71.9,9,9.0,-9.5,6.2,0.8,3.6,1,70.8,1,Medium
3936,23,Male,3rd Year,1.2,0,79,None,Notes,9,17,8,2,94,76.1,88.1,7,9.3,8.8,8.9,5.0,0.8,6,72.5,1,Medium
3937,14,Other,11th,1.7,1,47,None,Doubt Solving,7,95,20,7,80,39.1,41.8,2,2.6,33.7,6.3,2.1,2.5,9,54.3,1,Medium
3938,14,Female,3rd Year,5.3,1,30,Copilot,Coding,7,28,29,1,78,72.7,93.8,4,7.1,-8.7,5.4,0.9,1.6,10,63.9,1,Medium
3939,19,Female,11th,5.2,1,0,Gemini,Doubt Solving,8,66,100,6,98,51.2,85.1,9,1.7,-19.5,9.0,1.0,3.6,9,67.8,1,Medium
3940,15,Male,12th,5.7,0,125,ChatGPT,Exam Prep,8,34,100,7,30,73.8,87.8,3,5.2,5.1,7.4,2.2,4.8,2,40.3,1,Low
3941,21,Female,1st Year,0.9,1,138,ChatGPT,Exam Prep,1,14,21,4,32,85.9,72.2,8,4.8,14.4,6.9,1.5,4.3,1,55.6,1,Medium
3942,22,Female,12th,3.5,0,129,Gemini,Exam Prep,4,50,46,4,81,57.6,81.7,1,2.8,24.8,7.3,5.0,2.6,7,60.7,1,Medium
3943,17,Other,10th,4.1,1,45,Copilot,Exam Prep,9,2,61,2,90,53.2,78.5,8,8.0,-16.6,8.0,5.3,4.3,5,66.8,1,Medium
3944,18,Male,3rd Year,4.4,1,0,Gemini,Homework,3,20,30,5,41,53.2,88.8,7,9.2,11.3,4.2,4.3,3.5,5,48.5,1,Low
3945,24,Female,12th,4.0,0,69,Gemini,None,6,60,3,7,57,55.0,82.3,10,3.3,-10.0,5.0,4.9,1.0,10,65.6,1,Medium
3946,21,Male,12th,4.7,1,65,ChatGPT,Homework,4,2,9,4,33,84.9,70.2,3,3.2,5.8,4.2,0.1,3.5,2,43.7,1,Low
3947,16,Male,11th,2.5,1,1,Claude,Notes,1,52,29,8,25,60.1,45.1,2,2.8,38.2,5.5,0.5,2.9,9,29.0,0,Low
3948,18,Male,3rd Year,1.5,1,68,None,Homework,3,34,93,8,50,80.0,99.6,4,7.2,38.8,7.8,4.9,1.0,4,67.0,1,Medium
3949,16,Female,11th,1.6,1,12,Copilot,None,3,49,104,7,70,81.8,61.1,1,1.5,39.1,6.0,2.8,4.9,3,55.5,1,Medium
3950,23,Male,1st Year,0.6,1,146,ChatGPT+Gemini,Doubt Solving,3,7,6,3,22,67.3,85.6,9,1.6,1.8,7.5,5.6,4.1,4,63.4,1,Medium
3951,16,Female,12th,2.4,1,82,Gemini,Doubt Solving,6,47,14,10,36,61.9,76.7,8,2.6,22.2,5.5,5.1,3.8,3,49.8,1,Low
3952,16,Other,3rd Year,1.0,1,46,ChatGPT,Homework,9,2,18,9,39,56.5,98.7,8,5.9,32.4,8.9,2.0,4.9,7,54.7,1,Medium
3953,20,Male,12th,2.3,0,128,Claude,Doubt Solving,7,53,73,8,26,75.9,97.8,8,3.3,10.3,4.5,1.9,4.9,6,63.3,1,Medium
3954,20,Female,1st Year,4.0,0,145,Copilot,None,7,74,38,10,36,66.0,66.1,9,9.9,8.5,6.9,5.3,2.4,9,50.7,1,Medium
3955,20,Male,2nd Year,5.4,1,112,Gemini,Notes,1,1,90,1,77,50.4,91.1,3,4.6,23.3,7.0,2.6,2.5,5,51.9,1,Medium
3956,23,Male,1st Year,5.1,1,31,ChatGPT,Coding,9,32,2,9,46,67.3,47.2,7,5.2,10.2,7.6,2.7,4.2,8,54.9,1,Medium
3957,21,Female,11th,1.9,1,95,Gemini,Homework,4,71,98,7,32,76.1,52.7,1,1.6,14.9,4.1,3.2,3.2,7,42.7,1,Low
3958,18,Female,11th,1.2,0,10,ChatGPT+Gemini,Exam Prep,8,11,51,10,24,68.1,74.4,1,7.3,7.2,5.3,4.6,0.4,9,38.9,0,Low
3959,18,Female,12th,1.6,1,147,Copilot,Doubt Solving,1,18,81,10,84,31.1,52.7,8,8.1,23.9,6.2,2.2,3.5,3,65.2,1,Medium
3960,17,Female,11th,5.8,1,7,None,Doubt Solving,8,17,87,4,36,99.5,47.1,7,4.0,31.0,6.6,2.5,2.4,2,62.1,1,Medium
3961,20,Male,3rd Year,3.5,1,101,Copilot,Coding,9,49,12,5,56,83.0,52.2,9,7.5,7.2,4.3,2.7,0.3,5,82.6,1,High
3962,23,Male,1st Year,1.5,1,165,Copilot,Notes,5,84,43,7,35,47.0,59.9,6,3.0,9.5,8.1,5.0,4.6,7,48.8,1,Low
3963,17,Female,12th,5.1,1,5,Copilot,Doubt Solving,7,21,80,8,37,83.2,99.0,9,8.2,35.4,4.7,2.5,1.2,4,58.8,1,Medium
3964,15,Male,1st Year,2.7,1,1,ChatGPT,Exam Prep,10,29,16,4,22,83.7,45.3,8,5.9,13.8,6.9,5.0,4.8,5,56.0,1,Medium
3965,17,Male,1st Year,5.4,1,72,ChatGPT+Gemini,Coding,2,81,74,7,37,72.1,45.1,1,4.6,8.5,5.6,3.3,2.5,8,41.8,1,Low
3966,21,Female,12th,1.9,0,2,Gemini,Doubt Solving,1,5,16,6,60,73.7,42.6,8,7.5,38.2,6.5,3.6,3.2,2,64.6,1,Medium
3967,22,Male,2nd Year,2.7,1,65,ChatGPT,None,6,0,51,9,97,41.3,54.4,10,6.5,-16.0,4.2,3.8,1.3,9,84.5,1,High
3968,16,Male,11th,3.3,1,25,Claude,None,9,8,48,4,36,56.0,46.7,5,5.8,17.4,8.2,2.3,4.9,7,52.5,1,Medium
3969,20,Female,10th,5.4,0,175,Copilot,Exam Prep,1,51,82,4,80,71.2,42.6,9,2.9,-18.5,5.4,3.6,0.2,5,76.8,1,High
3970,22,Female,10th,5.3,1,93,Copilot,None,10,79,70,3,66,35.4,66.7,9,8.6,6.9,5.4,1.1,4.3,1,57.2,1,Medium
3971,24,Female,10th,3.7,0,101,Gemini,Doubt Solving,1,28,18,8,91,98.5,88.3,1,4.9,-0.5,6.2,1.9,0.3,1,70.1,1,Medium
3972,17,Female,11th,1.7,1,135,Copilot,Exam Prep,4,61,33,8,87,37.1,46.0,3,5.0,6.1,5.3,5.1,4.5,10,48.9,1,Low
3973,23,Male,2nd Year,2.7,1,74,Copilot,None,10,28,92,4,43,58.2,46.4,3,2.8,34.2,6.9,2.2,4.5,1,47.3,1,Low
3974,16,Female,1st Year,5.9,1,88,Gemini,Coding,6,4,29,3,66,93.9,88.7,3,9.4,10.6,8.3,2.3,1.8,1,62.7,1,Medium
3975,18,Female,12th,3.8,0,115,ChatGPT+Gemini,Notes,9,82,105,6,75,31.1,59.7,10,6.0,15.0,6.2,5.4,3.0,1,63.4,1,Medium
3976,14,Male,2nd Year,4.8,1,29,ChatGPT,Homework,2,21,28,9,94,77.8,70.0,6,5.2,-0.2,4.6,2.0,4.3,3,72.0,1,Medium
3977,16,Male,10th,3.0,0,154,ChatGPT+Gemini,None,5,48,101,8,95,57.2,86.9,8,9.8,39.1,8.4,3.9,1.6,3,61.5,1,Medium
3978,21,Female,3rd Year,3.4,1,42,Gemini,Homework,7,7,47,7,33,80.2,64.5,3,4.3,38.5,6.6,5.7,0.6,4,43.1,1,Low
3979,24,Female,11th,2.9,0,132,None,Notes,4,81,7,7,90,76.5,41.2,3,1.3,32.3,8.8,6.0,4.6,5,55.1,1,Medium
3980,21,Female,11th,4.4,1,19,None,Doubt Solving,6,77,67,5,86,71.8,65.0,6,3.1,22.5,8.4,3.2,0.4,3,78.1,1,High
3981,17,Female,12th,5.2,0,51,None,Coding,6,67,91,2,30,90.6,93.2,7,7.7,5.7,8.3,3.7,0.7,10,67.4,1,Medium
3982,15,Female,3rd Year,3.3,0,20,Copilot,Exam Prep,4,39,51,9,21,30.4,47.3,7,2.4,-12.4,4.6,2.6,0.9,7,29.6,0,Low
3983,21,Other,1st Year,3.1,0,130,Copilot,Coding,4,90,74,3,36,40.2,80.6,8,2.4,34.5,6.6,4.5,3.1,9,35.4,0,Low
3984,21,Female,2nd Year,2.4,1,40,ChatGPT+Gemini,Notes,9,23,81,9,61,85.1,69.8,5,5.1,12.0,8.2,4.3,1.6,6,57.9,1,Medium
3985,23,Male,3rd Year,1.5,1,123,Claude,Doubt Solving,1,93,84,10,77,74.5,71.9,6,5.1,13.7,7.9,2.3,2.8,5,64.4,1,Medium
3986,17,Female,2nd Year,5.7,0,107,ChatGPT,Doubt Solving,5,75,110,2,42,94.8,89.8,6,5.1,-13.8,6.6,0.3,3.9,8,64.5,1,Medium
3987,16,Male,2nd Year,2.2,1,151,Copilot,Notes,9,12,57,1,52,60.7,87.2,9,3.0,27.6,9.0,3.8,3.0,4,56.0,1,Medium
3988,15,Female,1st Year,4.9,1,51,Gemini,Coding,9,49,111,10,64,68.5,99.1,9,2.5,13.1,8.6,0.2,4.6,1,69.1,1,Medium
3989,22,Female,1st Year,4.4,0,1,ChatGPT+Gemini,Homework,9,44,60,7,97,73.7,50.1,3,7.9,-4.5,6.1,3.8,0.5,8,69.4,1,Medium
3990,14,Female,1st Year,4.9,1,43,ChatGPT,Coding,2,3,39,1,68,42.3,55.2,5,6.4,-9.7,5.2,4.9,4.6,7,61.9,1,Medium
3991,20,Female,12th,5.7,1,40,None,None,7,89,95,8,39,40.0,84.8,7,3.9,16.8,5.9,3.5,2.4,9,46.4,1,Low
3992,18,Male,11th,3.9,0,69,Claude,Doubt Solving,10,62,16,3,72,47.8,90.4,1,2.8,31.8,5.4,2.0,0.3,10,50.9,1,Medium
3993,21,Male,10th,5.4,1,6,None,Doubt Solving,8,64,97,3,36,57.0,89.3,3,8.9,11.5,7.2,3.0,4.4,6,37.4,0,Low
3994,17,Male,1st Year,1.4,1,37,None,None,1,26,80,9,27,64.1,67.4,7,2.2,31.6,7.5,2.2,0.6,5,47.6,1,Low
3995,20,Female,11th,3.9,1,172,Copilot,None,2,86,14,1,26,62.5,46.5,3,6.3,-8.8,4.7,0.7,3.4,2,37.5,0,Low
3996,18,Female,1st Year,4.7,0,8,ChatGPT+Gemini,Notes,1,62,83,7,56,85.4,62.0,6,6.5,13.2,5.4,1.9,1.4,4,66.4,1,Medium
3997,18,Female,10th,2.0,1,52,Copilot,Coding,9,10,102,2,68,39.4,56.8,8,8.7,6.5,8.7,2.9,0.5,4,58.4,1,Medium
